source_role,url,prediction_keys,source_locators,preservation_level,archived_copy_url,archive_status,preserved_capsule_count,preserved_text_capsule_sha256
primary_outcome_evidence,https://www.av-comparatives.org/wp-content/uploads/2021/07/avc_biz_2021_07.pdf,31-VB-2016-P01-09,,locator_and_text_capsule,,pending_external_archive,1,B8DB250795F032C424DF5688D3EC8776018BD45E45C5DE5AD457D9D5B55FA1BF
primary_outcome_evidence,https://www.bfdi.bund.de/SharedDocs/Downloads/EN/Taetigkeitsberichte/23TB_09_10.pdf?__blob=publicationFile&v=5,70-CCC-2009-021-01,,locator_and_text_capsule,,pending_external_archive,1,B159C03170949AAA8EDD61724FEC5177061D52042E0BF763C4C998A6624FD0FE
primary_outcome_evidence,https://www.bgbl.de/xaver/bgbl/start.xav?start=%2F%2F%2A%5B%40attr_id%3D%27bgbl107s3198.pdf%27%5D,39-CCC-2006-011-01,,locator_and_text_capsule,,pending_external_archive,1,B11D3CAF828622F5D02DD94BE807DE2DCD24C2C33379CBA7A9C609C9F25294CA
primary_outcome_evidence,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,136-CCC-2017-062-01,,locator_and_text_capsule,,pending_external_archive,1,1666F52C3B11560A9113A4F8048BC6118F355BE2625277DE8E355A1F2F2CE6D3
primary_outcome_evidence,https://www.camara.leg.br/noticias/365888-projeto-propoe-reforma-na-lei-de-direito-,27-CCC-2012-032-08,,locator_and_text_capsule,,pending_external_archive,1,34D8246EA76FDA4298C653F60725574B6F112EB75F041E963013404DAFCDAFB0
primary_outcome_evidence,https://www.ccc.de/en/updates/2011/staatstrojaner,100-CCC-2010-028-01,,locator_and_text_capsule,,pending_external_archive,1,F57F587CCF2D98EF2E9DDF04783D1AD5B7C606B6664466DF59CB0EFF35BFF62B
primary_outcome_evidence,https://www.cert-ist.com/eng/ressources/Publications_ArticlesBulletins/VersVirusetAntivirus/symbian_signed_malware/,103-CCC-2008-019-09,,locator_and_text_capsule,,pending_external_archive,1,330EEECB0DD57FBDE700078A85081BEF51FE1BE40BDC1DA7EDFB3D0D7903D76A
primary_outcome_evidence,https://www.cisco.com/c/en/us/support/docs/csa/cisco-sa-20080610-snmpv3.html,103-CCC-2008-019-05,,locator_and_text_capsule,,pending_external_archive,1,07064AAC859CCA8C8AD283166E78339ACE90EBA27E79B278E71DF088F1BAEBA0
primary_outcome_evidence,https://www.cisco.com/c/en/us/td/docs/solutions/Enterprise/Campus/CampIPv6.html,51-BHPRO-2012-03-03,,locator_and_text_capsule,,pending_external_archive,1,691F5E7D8B47AEE1DF996B927796FE7720A3D369A6703829FF405E86AC72C374
primary_outcome_evidence,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,126-CCC-2016-058-01;30-CCC-2018-076-08,,locator_and_text_capsule,,pending_external_archive,2,3718C2D8AC3125D9E40DE35925E0776A1029DF5D1F51B285218EB01409A6A645
primary_outcome_evidence,https://www.crunchbase.com/hub/cyber-security-acquired-companies,31-VB-2016-P01-02,,locator_and_text_capsule,,pending_external_archive,1,20C98E6258BFF3023D0F33B6B84102BDA0B637412EE6FDA29C902D9074A25F42
primary_outcome_evidence,https://www.cs.tau.ac.il/~tromer/acoustic/,34-CCC-2013-034-12,,locator_and_text_capsule,,pending_external_archive,1,3218EFDAC58E4DB76118B68EE2850311F23F24DDAB961BFCA696DA77E675CEFA
primary_outcome_evidence,https://www.cs.virginia.edu/~robins/Malware_Goes_Mobile.pdf,45-CCC-2005-006-02,,locator_and_text_capsule,,pending_external_archive,1,52A5FE82375C28BC4C6B07FAC5156A3DA3195C7C53984FAF849F3262262963C1
primary_outcome_evidence,https://www.cve.org/About/Metrics,100-CCC-2010-028-02,,locator_and_text_capsule,,pending_external_archive,1,4F936E934F6CB8FDD4079F64A0A9170516B5FE389D56B3BF4D33F2B73B9F266E
primary_outcome_evidence,https://www.eff.org/deeplinks/2011/02/newly-released-documents-detail-fbi-s-plan-expand,100-CCC-2010-028-03,,locator_and_text_capsule,,pending_external_archive,1,9E1107D5C03228723BF97582F216D304CD2078A27A9EB48E8EFDD210047BE182
primary_outcome_evidence,https://www.enisa.europa.eu/publications/info-notes/spam-and-phishing-in-q3-2012,41-CCC-2011-031-05;41-CCC-2011-031-06,,locator_and_text_capsule,,pending_external_archive,2,BBC48A7A7E6BB641C00B70CA167DC80B831C16CA0600B40B1B049A07C0DC4E37
primary_outcome_evidence,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,127-CCC-2012-037-02,,locator_and_text_capsule,,pending_external_archive,1,6B75B2A09F27E26D7DD290765F4A63FCA244A7DD01DB231AEF5F623AD89621FE
primary_outcome_evidence,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/,30-CCC-2018-076-03,,locator_and_text_capsule,,pending_external_archive,1,26F9CDB7BF8BA3329EEB4D3B794126BF1D9B14C631101438995131ECE69B79E7
primary_outcome_evidence,https://www.ftc.gov/system/files/documents/reports/big-data-growing-concern-class-action-fairness-report-workshop/big_data_growing_concern_class_action_fairness_report_workshop.pdf,131-CCC-2015-056-02,,locator_and_text_capsule,,pending_external_archive,1,20A36CB7D8FE1D7DBAACF380AC8196028FDF8A79989BED4D3E5B6526FD3CE71D
primary_outcome_evidence,https://www.ftc.gov/system/files/documents/reports/internet-things-privacy-security-connected-world/final_iot_report.pdf,23-CCC-2018-085-02,,locator_and_text_capsule,,pending_external_archive,1,8A38C8C5485E6189EC991AED077313B689C4DD0599D5062961501EF5710986F4
primary_outcome_evidence,https://www.gao.gov/assets/gao-06-674.pdf,1-BHPRO-2005-01-06,,locator_and_text_capsule,,pending_external_archive,1,8AEFE340494A0E1B5C04D20C6A62AD6518CA7CC0A99F703C3DBC31C0F84979BF
primary_outcome_evidence,https://www.gesetze-im-internet.de/bmg/,104-CCC-2010-024-01,,locator_and_text_capsule,,pending_external_archive,1,195BF27BD11911F0925D6A0A14E6C67A6737E4CEA6FB6DB89EDB590D9A6E0779
primary_outcome_evidence,https://www.globenewswire.com/news-release/2012/09/25/492510/13741/en/HID-Global-Completes-World-s-First-Series-of-NFC-Enabled-Smartphone-Pilots-That-Open-Doors-in-the-Enterprise.html,41-CCC-2011-031-03,,locator_and_text_capsule,,pending_external_archive,1,737AF9C8D2BB5618D09092272AB606499A8D2C2B8EE8F6880AFCF04B03853CD8
primary_outcome_evidence,https://www.google.com/intl/en/ipv6/statistics.html,51-BHPRO-2012-03-02;51-BHPRO-2012-03-05,,locator_and_text_capsule,,pending_external_archive,2,4996D233EFAE6EB4C24ED1E0C71A86EDF0700E15C8D15675D58FD7E6086650A4
primary_outcome_evidence,https://www.iihs.org/topics/advanced-driver-assistance,60-CCC-2006-008-01,,locator_and_text_capsule,,pending_external_archive,1,5C0B2ECBFCCB638A252BAE7F97E1BF213EDE613A1AFFAA6A87F834E094960CC0
primary_outcome_evidence,https://www.informationactivism.org/en/balloon-mapping-documenting-the-gulf-coast-oil-spill-and-student-protests-chile.html,103-CCC-2008-019-06,,locator_and_text_capsule,,pending_external_archive,1,8A1D890D3513AB80F2D03DE021E5491A6D603F2263232387190A63DB8971F28D
primary_outcome_evidence,https://www.intel.com/content/www/us/en/products/sku/94035/intel-xeon-phi-processor-7250-16gb-1-40-ghz-68-core/specifications.html,4-BHPRO-2014-03-03,,locator_and_text_capsule,,pending_external_archive,1,6A8E988395545B94EDE9CA20D6AB0398CEFB70351929773F05628CE1EA461990
primary_outcome_evidence,https://www.ischool.berkeley.edu/research/publications/2010/inferring-personal-information-demand-response-systems,70-CCC-2009-021-02,,locator_and_text_capsule,,pending_external_archive,1,28C0AC919CF6409197D81310666436362E11EEEE5ED0A42F4336ACAFAB24BCD4
primary_outcome_evidence,https://www.justice.gov/opa/pr/two-iranian-nationals-charged-cyber-enabled-campaign-threaten-and-influence-american-voters,30-CCC-2018-076-02,,locator_and_text_capsule,,pending_external_archive,1,98C503D441871E3F846F101512DA7AD35303DB6F6427A7504EDE5193F726BE27
primary_outcome_evidence,https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/,59-CCC-2016-060-11,,locator_and_text_capsule,,pending_external_archive,1,283A293DB3C7CB4722589544DB65B78797CD438E2C31B27E90E6A088406B8A3E
primary_outcome_evidence,https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Backdoor%3AWin32%2FKoobface.A,111-CCC-2007-014-04,,locator_and_text_capsule,,pending_external_archive,1,564F0F7EE4F52E28019228F850E349CF31D03C2CB40AFFEEA7575155E696CD00
primary_outcome_evidence,https://www.ncsc.gov.uk/collection/device-security-guidance/managing-deployed-devices/updates,59-CCC-2016-060-01,,locator_and_text_capsule,,pending_external_archive,1,A26E6FD6AC0064E119142746A3D8A3065C0E0464D16373FA83CB7AFEC7913B75
primary_outcome_evidence,https://www.nhtsa.gov/technology-innovation/automated-vehicles-safety,123-CCC-2014-048-02,,locator_and_text_capsule,,pending_external_archive,1,4761AEC964B74D6F2FD91B65FB190D522E6046433503FEBFBC9CFDFBE2895F2C
primary_outcome_evidence,https://www.radicati.com/wp/wp-content/uploads/2015/02/Email-Statistics-Report-2015-2019-Executive-Summary.pdf,11-CCC-2005-002-09,,locator_and_text_capsule,,pending_external_archive,1,F0BD680E55BE8124E847A85F86ACA56805AA20AF234E0A79EB8EF6B9DF50CD3A
primary_outcome_evidence,https://www.rfc-editor.org/rfc/rfc7381.html,51-BHPRO-2012-03-01,,locator_and_text_capsule,,pending_external_archive,1,C71D8FC8237BED2FB221D857F7D5A4F7E12757937E87505BA2F95588806CC19D
primary_outcome_evidence,https://www.rfc-editor.org/rfc/rfc7707,51-BHPRO-2012-03-06;51-BHPRO-2012-03-07,,locator_and_text_capsule,,pending_external_archive,2,A067FBF946DC2EEE53D1CB97B73523CAF701E4A8A78D62F8AFF8D8685798A305
primary_outcome_evidence,https://www.secure-medicine.org/icd-study/icd-study.pdf,111-CCC-2007-014-02,,locator_and_text_capsule,,pending_external_archive,1,833FE43BFCCB28F0B2FFF1AF11D68319CC555233EF61573073C6202B549E53FE
primary_outcome_evidence,https://www.tagesspiegel.de/politik/behorden-sind-gute-kunden-1981750.html,39-CCC-2006-011-04,,locator_and_text_capsule,,pending_external_archive,1,FC30AABDA63E763AE11B9D3CC019E6E8E2369130FE822F4DA95289D94D0FAC87
primary_outcome_evidence,https://www.tagesspiegel.de/politik/bka-stellt-software-zur-online-durchsuchung-vor-1539442.html,39-CCC-2006-011-03,,locator_and_text_capsule,,pending_external_archive,1,696B399ADBB6C29698A68B1346782020FA19E1EA81DCD9950ABDA24EA5F33537
primary_outcome_evidence,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/razavi,131-CCC-2015-056-01,,locator_and_text_capsule,,pending_external_archive,1,C5C1A5D0561718ECA2211ECFC873B16B62FE989CF2D156D9C6856E0AECEFCBFC
secondary_outcome_evidence,https://advisories.checkpoint.com/defense/advisories/public/2009/cpai-2008-348.html/,111-CCC-2007-014-01,,locator_and_text_capsule,,pending_external_archive,1,A87F448DB501756252B75CDA004F6DBEC56BFBF6B950484D3A3F16C667C44D29
secondary_outcome_evidence,https://arxiv.org/abs/1107.1086,103-CCC-2008-019-02,,locator_and_text_capsule,,pending_external_archive,1,5135505EED8CC89DA64AFB143648E4667C981AA4CE7C0A15EE0D41235FE84A59
secondary_outcome_evidence,https://arxiv.org/abs/1408.1416,34-CCC-2013-034-13,,locator_and_text_capsule,,pending_external_archive,1,C48F1642A84EB6AB007CE145C0B0D59430E3E236320FC736B8A7AF5683A16625
secondary_outcome_evidence,https://arxiv.org/abs/1411.0237,34-CCC-2013-034-12,,locator_and_text_capsule,,pending_external_archive,1,3218EFDAC58E4DB76118B68EE2850311F23F24DDAB961BFCA696DA77E675CEFA
secondary_outcome_evidence,https://arxiv.org/abs/1607.05179,51-BHPRO-2012-03-07,,locator_and_text_capsule,,pending_external_archive,1,972C23BC4F5103703B2F58A720AB1354F3FF1D87CF0F666443B65E1F59E2C798
secondary_outcome_evidence,https://arxiv.org/abs/1805.09155,59-CCC-2016-060-07,,locator_and_text_capsule,,pending_external_archive,1,E37EB86B936747FF03C8FC555802DD949CDF2DAFE28FCEEDFE535305FB4DBD5E
secondary_outcome_evidence,https://arxiv.org/abs/1911.03447,23-CCC-2018-085-02,,locator_and_text_capsule,,pending_external_archive,1,8A38C8C5485E6189EC991AED077313B689C4DD0599D5062961501EF5710986F4
secondary_outcome_evidence,https://arxiv.org/abs/2011.02787,131-CCC-2015-056-04,,locator_and_text_capsule,,pending_external_archive,1,EFE82B0DAB25D9B38DD1763D30181AF4C915DD571F335CF441044633E55D1426
secondary_outcome_evidence,https://attack.mitre.org/evaluations/enterprise/,31-VB-2016-P01-08;31-VB-2016-P01-09,,locator_and_text_capsule,,pending_external_archive,2,9820882A760385581A4D16CC1B88EB1C1E9D54E82624471A9CC62E73E135C61C
secondary_outcome_evidence,https://av-comparatives.org/tests/endpoint-prevention-response-epr-test-2021/,31-VB-2016-P01-06,,locator_and_text_capsule,,pending_external_archive,1,E22AFA5CC4FCBC92B2A305CDFEDCD24670416672DF99E4D86BAACB3FEDD974D1
secondary_outcome_evidence,https://cellebrite.com/en/cas-sales-inquiry/,59-CCC-2016-060-11,,locator_and_text_capsule,,pending_external_archive,1,283A293DB3C7CB4722589544DB65B78797CD438E2C31B27E90E6A088406B8A3E
secondary_outcome_evidence,https://colab.ws/articles/10.1145%2F1878431.1878446,70-CCC-2009-021-02,,locator_and_text_capsule,,pending_external_archive,1,28C0AC919CF6409197D81310666436362E11EEEE5ED0A42F4336ACAFAB24BCD4
secondary_outcome_evidence,https://consumer.huawei.com/en/press/news/2014/ifa2014-mate7/,34-CCC-2013-034-10,,locator_and_text_capsule,,pending_external_archive,1,E0D9970B625EABE6E97B2D574A91F2186FA9BEF39E65A2E6BA6B480B59F5E10F
secondary_outcome_evidence,https://csrc.nist.gov/publications/detail/sp/800-90b/final,43-CCC-2017-073-02,,locator_and_text_capsule,,pending_external_archive,1,62F31107B8E473496F0A1DA7FDD59AF1265EB508341D8D91705B092B7B91F6A8
secondary_outcome_evidence,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,23-CCC-2018-085-07,,locator_and_text_capsule,,pending_external_archive,1,ED6BCE3108DC2D979DF291E498444254DE900F502CFA0D1836A0DD1C149DFD18
secondary_outcome_evidence,https://dserver.bundestag.de/btd/17/077/1707746.pdf,104-CCC-2010-024-01,,locator_and_text_capsule,,pending_external_archive,1,195BF27BD11911F0925D6A0A14E6C67A6737E4CEA6FB6DB89EDB590D9A6E0779
secondary_outcome_evidence,https://easylist.to/easylist/fanboy-annoyance.txt,59-CCC-2016-060-05,,locator_and_text_capsule,,pending_external_archive,1,0543A4E1D14FE4F78369BBD79ADEB851773A2F1F425C2BE17983D258DB60F41F
secondary_outcome_evidence,https://ec.europa.eu/commission/presscorner/detail/en/IP_18_2263,92-CCC-2014-045-01,,locator_and_text_capsule,,pending_external_archive,1,C98FB18848444B3734E31717D1460FF14DB5C39D71D5F9E7B796E0A11EB39AE9
secondary_outcome_evidence,https://github.com/gorhill/uBlock,59-CCC-2016-060-06,,locator_and_text_capsule,,pending_external_archive,1,AC403F76530D28A41B297A4A5545CEF6E3DEA535CAAEE0C850199A062BAF5597
secondary_outcome_evidence,https://gs.statcounter.com/browser-market-share/all/worldwide/2022,112-CCC-2012-034-01,,locator_and_text_capsule,,pending_external_archive,1,77C19EE9D47319D90EC4ADEF8B3BD445B7BAA370881BC0C2C5C28DDFDC2598FE
secondary_outcome_evidence,https://interoperable-europe.ec.europa.eu/collection/rolling-plan-ict-standardisation/internet-things-rp-2026,25-CCC-2007-013-05,,locator_and_text_capsule,,pending_external_archive,1,336D5CE580C78C0F68BB96C3141E2B774C1E4B41F881117712BB211BE8F77B70
secondary_outcome_evidence,https://interoperable-europe.ec.europa.eu/sites/default/files/document/2014-12/recommendationonrfid2009.pdf,25-CCC-2007-013-01,,locator_and_text_capsule,,pending_external_archive,1,755E9BED822DE3EE60D0F3F124F29C90B35E4D4CC3724E9E7EBB508162C0E1A1
secondary_outcome_evidence,https://journals.sagepub.com/doi/10.1177/0306422016643031,131-CCC-2015-056-02,,locator_and_text_capsule,,pending_external_archive,1,20A36CB7D8FE1D7DBAACF380AC8196028FDF8A79989BED4D3E5B6526FD3CE71D
secondary_outcome_evidence,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-overview,23-CCC-2018-085-04,,locator_and_text_capsule,,pending_external_archive,1,D39F8EC1D524B23A1A26A67C9FA2A06A681387DDFE89EC4024DE945CE691EE89
secondary_outcome_evidence,https://media.blackhat.com/bh-dc-11/Larimer/BlackHat_DC_2011_Larimer_Vulnerabiliters_w-removeable_storage-wp.pdf,39-CCC-2006-011-13,,locator_and_text_capsule,,pending_external_archive,1,C73AA1718C84338C72052F45295CD0CA82DBE8EF88345D32455DAB957355E1CA
secondary_outcome_evidence,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,136-CCC-2017-062-01,,locator_and_text_capsule,,pending_external_archive,1,1666F52C3B11560A9113A4F8048BC6118F355BE2625277DE8E355A1F2F2CE6D3
secondary_outcome_evidence,https://news.samsung.com/global/samsung-galaxy-s-iii-designed-for-humans-and-inspired-by-nature,41-CCC-2011-031-07,,locator_and_text_capsule,,pending_external_archive,1,567B2BB801C9626C13DBD6271CBCD9A456BF3FFB3F19C93C815D4F9690F6868F
secondary_outcome_evidence,https://nvd.nist.gov/vuln/detail/CVE-2009-1862,103-CCC-2008-019-04,,locator_and_text_capsule,,pending_external_archive,1,E7916B3C0E5BFFC3F5CE695ACE01797C44F1CE1F31AFEBB1D0659A4A1A3A81F9
secondary_outcome_evidence,https://pressroom.toyota.com/?generate_pdf=10570,20-CCC-2012-033-01,,locator_and_text_capsule,,pending_external_archive,1,3AF59DB5A3C54122F645DFCCA5388C3992A3C515737FEA98CA7A4A825A556AF1
secondary_outcome_evidence,https://securelist.com/spam-in-2012/36683/,41-CCC-2011-031-05,,locator_and_text_capsule,,pending_external_archive,1,1DCF7DEE90E0A476AB3680D8EE567AF458FD1DE9908453E8131155C9D1CE04A4
secondary_outcome_evidence,https://snmp.com/news/cert_878044.shtml,103-CCC-2008-019-05,,locator_and_text_capsule,,pending_external_archive,1,07064AAC859CCA8C8AD283166E78339ACE90EBA27E79B278E71DF088F1BAEBA0
secondary_outcome_evidence,https://support.apple.com/guide/security/intro-to-app-security-sec35dd877d0/web,31-VB-2016-P01-11,,locator_and_text_capsule,,pending_external_archive,1,35A631032F6F2330DA1C9A905BFF58353098A864C6EC0B4A5136F37F10FC148F
secondary_outcome_evidence,https://support.google.com/chrome/a/answer/7679408,59-CCC-2016-060-01,,locator_and_text_capsule,,pending_external_archive,1,A26E6FD6AC0064E119142746A3D8A3065C0E0464D16373FA83CB7AFEC7913B75
secondary_outcome_evidence,https://techcrunch.com/2014/04/15/samsung-galaxy-s5-fingerprint-sensor/,34-CCC-2013-034-09,,locator_and_text_capsule,,pending_external_archive,1,F01B2D3E3B57617E0DD490C01AA56E3BEC2C48CFCAA136E9A7674C56D9FBFFE0
secondary_outcome_evidence,https://trai.gov.in/sites/default/files/Regulation_Data_Service.pdf,131-CCC-2015-056-03,,locator_and_text_capsule,,pending_external_archive,1,84DC49C2E978BAD608E3F35A8BEFD94106C942C1D5806C90A07538FD1CF4BEA2
secondary_outcome_evidence,https://usa.visa.com/support/consumer/visa-rules.html,44-VB-2015-P02-01,,locator_and_text_capsule,,pending_external_archive,1,B6577D086C3B3F6CB3195E6235E4F2FFB355373EA6E55F53CE3B7AAEE5568836
secondary_outcome_evidence,https://ustr.gov/ttip,27-CCC-2012-032-03,,locator_and_text_capsule,,pending_external_archive,1,591BAD2E21639E9AD176417F03E32C366EBFDAB210A4C76819AF048E82F9AFBF
secondary_outcome_evidence,https://waymo.com/blog/2015/05/google-self-driving-car-project,123-CCC-2014-048-02,,locator_and_text_capsule,,pending_external_archive,1,4761AEC964B74D6F2FD91B65FB190D522E6046433503FEBFBC9CFDFBE2895F2C
secondary_outcome_evidence,https://wikileaks.org/10years/WikiLeaks10yrsPressPack.pdf,70-CCC-2009-021-11,,locator_and_text_capsule,,pending_external_archive,1,978EBBDDF023C869661AC09513C98BFF20784FF7BE5CBDF3BC2A70252B1E4AF5
secondary_outcome_evidence,https://www.adobe.com/support/security/advisories/apsa08-08.html,111-CCC-2007-014-03,,locator_and_text_capsule,,pending_external_archive,1,610E0245DDADBE5F45255633DF211A86C8EDEB64C81C3B3D8667B040E502533C
secondary_outcome_evidence,https://www.av-test.org/en/antivirus/business-windows-client/,31-VB-2016-P01-07,,locator_and_text_capsule,,pending_external_archive,1,682A9D9FBB6922228443A9B01B6FCE4DA3409BC7A48E6C61ABE520187E9D24F5
secondary_outcome_evidence,https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/23TB_09_10.pdf?__blob=publicationFile&v=5,70-CCC-2009-021-01,,locator_and_text_capsule,,pending_external_archive,1,B159C03170949AAA8EDD61724FEC5177061D52042E0BF763C4C998A6624FD0FE
secondary_outcome_evidence,https://www.biometricupdate.com/wp-content/uploads/2014/08/Mobile-Biometric-Authentication-Report.pdf,34-CCC-2013-034-08,,locator_and_text_capsule,,pending_external_archive,1,F772082A220D8E6B30F116D9C05A02C7A8902A5302A77B37C20B11A5251AC3FD
secondary_outcome_evidence,https://www.broadcom.com/products/cyber-security/information-protection/data-loss-prevention,31-VB-2016-P01-10,,locator_and_text_capsule,,pending_external_archive,1,D1D0497A29069DEA5DF784F29A62451CB57626A96726CF3CE77DD31C9DD23940
secondary_outcome_evidence,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,136-CCC-2017-062-02,,locator_and_text_capsule,,pending_external_archive,1,3449BEE7D9C965B03383E586988C0CFE62F1D92DE8F38C7912F566147BB9B01E
secondary_outcome_evidence,https://www.bundestag.de/resource/blob/412372/479d45f0586c5ce47d531ffe0b683131/wd-3-248-12-pdf-data.pdf,39-CCC-2006-011-01,,locator_and_text_capsule,,pending_external_archive,1,B11D3CAF828622F5D02DD94BE807DE2DCD24C2C33379CBA7A9C609C9F25294CA
secondary_outcome_evidence,https://www.caida.org/catalog/datasets/ipv6_dnsnames/,51-BHPRO-2012-03-05,,locator_and_text_capsule,,pending_external_archive,1,155968AEF0BBAFDA46D19793059A3756A9929704A93FA503180A101C149A5A0A
secondary_outcome_evidence,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=534039,27-CCC-2012-032-08,,locator_and_text_capsule,,pending_external_archive,1,34D8246EA76FDA4298C653F60725574B6F112EB75F041E963013404DAFCDAFB0
secondary_outcome_evidence,https://www.ccc.de/en/updates/2011/analysiert-aktueller-staatstrojaner,100-CCC-2010-028-01,,locator_and_text_capsule,,pending_external_archive,1,F57F587CCF2D98EF2E9DDF04783D1AD5B7C606B6664466DF59CB0EFF35BFF62B
secondary_outcome_evidence,https://www.cisco.com/c/en/us/td/docs/solutions/Enterprise/Campus/CampIPv6.html,51-BHPRO-2012-03-01,,locator_and_text_capsule,,pending_external_archive,1,C71D8FC8237BED2FB221D857F7D5A4F7E12757937E87505BA2F95588806CC19D
secondary_outcome_evidence,https://www.congress.gov/bill/109th-congress/senate-bill/1789,1-BHPRO-2005-01-06,,locator_and_text_capsule,,pending_external_archive,1,8AEFE340494A0E1B5C04D20C6A62AD6518CA7CC0A99F703C3DBC31C0F84979BF
secondary_outcome_evidence,https://www.congress.gov/bill/115th-congress/senate-bill/2261,126-CCC-2016-058-01,,locator_and_text_capsule,,pending_external_archive,1,731CF052E15D96819E60149D95DDCFC6204AE2CB581DD57C2B3E2191DAD9B852
secondary_outcome_evidence,https://www.congress.gov/bill/116th-congress/senate-bill/1540,30-CCC-2018-076-08,,locator_and_text_capsule,,pending_external_archive,1,E9E3E7EC7DB2381450D6C7909CE817658916237FBC81F7845F1978F178889956
secondary_outcome_evidence,https://www.counterpointresearch.com/insights/one-billion-smartphones-feature-face-recognition-2020/,130-CCC-2017-061-06,,locator_and_text_capsule,,pending_external_archive,1,AC115EDCF797A5B5A2B763C40E23684C3F2B53E66D98C239076E71AAD924C8EE
secondary_outcome_evidence,https://www.csk.gov.in/alerts/silex.html,23-CCC-2018-085-05,,locator_and_text_capsule,,pending_external_archive,1,D38AAEED7CA9CE7E02E4D9873FA7F884D472A719AAC60AFCA55C4139C7681DCE
secondary_outcome_evidence,https://www.darkreading.com/cyberattacks-data-breaches/koobface-worm-targets-myspace-other-sites,111-CCC-2007-014-04,,locator_and_text_capsule,,pending_external_archive,1,564F0F7EE4F52E28019228F850E349CF31D03C2CB40AFFEEA7575155E696CD00
secondary_outcome_evidence,https://www.dni.gov/files/ODNI/documents/assessments/ICA-declass-16MAR21.pdf,30-CCC-2018-076-02,,locator_and_text_capsule,,pending_external_archive,1,98C503D441871E3F846F101512DA7AD35303DB6F6427A7504EDE5193F726BE27
secondary_outcome_evidence,https://www.eff.org/deeplinks/2015/08/windows-10-microsoft-blatantly-disregards-user-choice-and-privacy-deep-dive,123-CCC-2014-048-01,,locator_and_text_capsule,,pending_external_archive,1,89BA8D5576F07E387F115DBB9DFB4FFA86E208174722B569D84FFFC44E345BE1
secondary_outcome_evidence,https://www.emsec.ruhr-uni-bochum.de/research/publications/Keeloq/,111-CCC-2007-014-02,,locator_and_text_capsule,,pending_external_archive,1,833FE43BFCCB28F0B2FFF1AF11D68319CC555233EF61573073C6202B549E53FE
secondary_outcome_evidence,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2013-overview-of-current-and-emerging-cyber-threats,127-CCC-2012-037-01,,locator_and_text_capsule,,pending_external_archive,1,AEBA7A69B6563F420789B104BC4E50E6AE88264999FB9C2D8B846787C9AA4915
secondary_outcome_evidence,https://www.europarl.europa.eu/legislative-train/carriage/ttip-intellectual-property-geographical-indications/report?sid=601,27-CCC-2012-032-02,,locator_and_text_capsule,,pending_external_archive,1,34746B94CF564C3C957FE29162D4906E347FF5F145263D9437C5E8D593066C16
secondary_outcome_evidence,https://www.fbi.gov/news/speeches-and-testimony/going-dark-encryption-technology-and-the-balances-between-public-safety-and-privacy,100-CCC-2010-028-03,,locator_and_text_capsule,,pending_external_archive,1,9E1107D5C03228723BF97582F216D304CD2078A27A9EB48E8EFDD210047BE182
secondary_outcome_evidence,https://www.fda.gov/media/102583/download,127-CCC-2012-037-02,,locator_and_text_capsule,,pending_external_archive,1,6B75B2A09F27E26D7DD290765F4A63FCA244A7DD01DB231AEF5F623AD89621FE
secondary_outcome_evidence,https://www.gao.gov/products/gao-12-961,103-CCC-2008-019-01,,locator_and_text_capsule,,pending_external_archive,1,8131D9D3B666C7B07D244BD1C09CEC8CB2D4C8A163F5E050B430415BDFFDE464
secondary_outcome_evidence,https://www.govinfo.gov/content/pkg/CHRG-114shrg26536/pdf/CHRG-114shrg26536.pdf,131-CCC-2015-056-05,,locator_and_text_capsule,,pending_external_archive,1,AA6C168CD0BA922D0CB897D71A8870199EE99D972F3A05D6EC4C5D127DF025C0
secondary_outcome_evidence,https://www.govinfo.gov/content/pkg/CRPT-117hrpt663/pdf/CRPT-117hrpt663.pdf,30-CCC-2018-076-03,,locator_and_text_capsule,,pending_external_archive,1,26F9CDB7BF8BA3329EEB4D3B794126BF1D9B14C631101438995131ECE69B79E7
secondary_outcome_evidence,https://www.heise.de/news/Bericht-Zahl-der-Sicherheitsluecken-nimmt-ab-1433686.html,100-CCC-2010-028-02,,locator_and_text_capsule,,pending_external_archive,1,4F936E934F6CB8FDD4079F64A0A9170516B5FE389D56B3BF4D33F2B73B9F266E
