source_role,url,prediction_keys,source_locators,preservation_level,archived_copy_url,archive_status,preserved_capsule_count,preserved_text_capsule_sha256
secondary_outcome_evidence,https://www.icann.org/en/announcements/details/new-gtld-collision-occurrence-management-plan-frequently-asked-questions-3-12-2013-en,51-BHPRO-2012-03-08,,locator_and_text_capsule,,pending_external_archive,1,AB7EB131DBFFF298E371B7DD9E9D30A72746D4C6E719B51E9B6AF4F42511A3F2
secondary_outcome_evidence,https://www.intel.com/content/www/us/en/developer/articles/technical/intel-avx-512-instructions.html,4-BHPRO-2014-03-03,,locator_and_text_capsule,,pending_external_archive,1,6A8E988395545B94EDE9CA20D6AB0398CEFB70351929773F05628CE1EA461990
secondary_outcome_evidence,https://www.internetsociety.org/resources/2017/state-of-ipv6-deployment-2017/,51-BHPRO-2012-03-02,,locator_and_text_capsule,,pending_external_archive,1,3F1251086535DDB75D26142C01B4C3143E0B80A4E0AE35E97783B8AA59F7BECF
secondary_outcome_evidence,https://www.kb.cert.org/vuls/id/466428,45-CCC-2005-006-01,,locator_and_text_capsule,,pending_external_archive,1,FE73EC337CF01E2A86F88CED3B63A99CF70665F37C3185920AF4345261D73691
secondary_outcome_evidence,https://www.macworld.com/article/179006/security-41.html,45-CCC-2005-006-03,,locator_and_text_capsule,,pending_external_archive,1,861B8C22C4F0E8B9E3A0C36B6282BDBF51EB2E0D29283CDC2A882DD546247849
secondary_outcome_evidence,https://www.mckinsey.com/~/media/mckinsey/business%20functions/risk/our%20insights/mckinsey-on-risk-number-18/mckinsey-on-risk-and-resilience-issue-18.pdf,93-BHKEY-2015-01-01,,locator_and_text_capsule,,pending_external_archive,1,A0E01F236267258CB68E047051A39B375FF4E30A5DAE6E0AAED0E26136F4F67F
secondary_outcome_evidence,https://www.microsoft.com/en-us/security/business/security-intelligence-report,23-CCC-2018-085-06,,locator_and_text_capsule,,pending_external_archive,1,1E26638D13F1EDC3D1A1E36769D76785D4718FACD2CCF335B0C8E0F57A7912B5
secondary_outcome_evidence,https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Exploit%3AiPhoneOS%2FCVE-2009-2204,80-CCC-2007-012-05,,locator_and_text_capsule,,pending_external_archive,1,CF54429123E3F3FFAF64AA6222870B71C5E3B8F6BDBE5997C86277A2D69872DA
secondary_outcome_evidence,https://www.rfc-editor.org/rfc/rfc7381.html,51-BHPRO-2012-03-03,,locator_and_text_capsule,,pending_external_archive,1,691F5E7D8B47AEE1DF996B927796FE7720A3D369A6703829FF405E86AC72C374
secondary_outcome_evidence,https://www.rfidjournal.com/news/assa-abloy-creates-nfc-solution-that-uses-phones-to-open-doors-grant-computer-access/83855/,41-CCC-2011-031-03,,locator_and_text_capsule,,pending_external_archive,1,737AF9C8D2BB5618D09092272AB606499A8D2C2B8EE8F6880AFCF04B03853CD8
secondary_outcome_evidence,https://www.sans.org/white-papers/33969/,51-BHPRO-2012-03-06,,locator_and_text_capsule,,pending_external_archive,1,EA75799E5380AB75544E52579A75371DFB29F48E8AD5388EE9E27AFCBE015F98
secondary_outcome_evidence,https://www.sec.gov/Archives/edgar/data/1644675/000119312516602289/d151376d20f.htm,11-CCC-2005-002-09,,locator_and_text_capsule,,pending_external_archive,1,F0BD680E55BE8124E847A85F86ACA56805AA20AF234E0A79EB8EF6B9DF50CD3A
secondary_outcome_evidence,https://www.securityweek.com/security-mergers-and-acquisitions/,31-VB-2016-P01-02,,locator_and_text_capsule,,pending_external_archive,1,20C98E6258BFF3023D0F33B6B84102BDA0B637412EE6FDA29C902D9074A25F42
secondary_outcome_evidence,https://www.tagesspiegel.de/politik/bundestrojaner-noch-viele-fragen-1540825.html,39-CCC-2006-011-03,,locator_and_text_capsule,,pending_external_archive,1,696B399ADBB6C29698A68B1346782020FA19E1EA81DCD9950ABDA24EA5F33537
secondary_outcome_evidence,https://www.uscc.gov/research/chinas-corporate-social-credit-system-context-competition-technology-and-geopolitics,49-CCC-2018-074-01,,locator_and_text_capsule,,pending_external_archive,1,EC1F63B53C6981CE4758D67DB1A00D48E152F5FC774987284045285A54FF011D
secondary_outcome_evidence,https://www.usenix.org/conference/usenixsecurity18/presentation/bock,43-CCC-2017-073-01,,locator_and_text_capsule,,pending_external_archive,1,0976672B216410A4E0E31990580FF863691AC07E3862A881D5061B4D5EF932E4
secondary_outcome_evidence,https://www.usenix.org/event/sec07/tech/hypponen.pdf,45-CCC-2005-006-02,,locator_and_text_capsule,,pending_external_archive,1,52A5FE82375C28BC4C6B07FAC5156A3DA3195C7C53984FAF849F3262262963C1
secondary_outcome_evidence,https://www.usitc.gov/publications/332/pub4481.pdf,27-CCC-2012-032-01,,locator_and_text_capsule,,pending_external_archive,1,DBACFB770F0611B4C6E95E99543AFA640F00ECBDA5D5795C5D812D9414DE3BAE
secondary_outcome_evidence,https://www.virusbulletin.com/blog/2009/07/yxe-trojan-infecting-mobile-phones/,103-CCC-2008-019-09,,locator_and_text_capsule,,pending_external_archive,1,330EEECB0DD57FBDE700078A85081BEF51FE1BE40BDC1DA7EDFB3D0D7903D76A
secondary_outcome_evidence,https://www.vpnmentor.com/blog/report-orvibo-leak/,23-CCC-2018-085-03,,locator_and_text_capsule,,pending_external_archive,1,E098DC58FA4115F31C33DCECB805AE82B2148DE3A1A1D553801C2DBFE5AD5DCB
secondary_outcome_evidence,https://www.vusec.net/projects/flip-feng-shui/,131-CCC-2015-056-01,,locator_and_text_capsule,,pending_external_archive,1,C5C1A5D0561718ECA2211ECFC873B16B62FE989CF2D156D9C6856E0AECEFCBFC
